,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,target_value,target_id,is_home,current_age
14795,414052,2023-02-25 13:30:00,21,21,267,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,11346,11,183,0.0,4,True,31.084931506849315
14800,345279,2023-03-02 13:30:00,183,0,267,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,14651,4,39,1.0,4,False,40.13972602739726
14801,345279,2023-02-28 18:00:00,183,0,325,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,14649,4,12,3.0,4,False,40.134246575342466
14810,1182028,2023-03-02 13:30:00,183,0,267,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13064,6,39,2.0,4,False,35.79178082191781
14811,1182028,2023-02-28 18:00:00,183,0,325,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13062,6,12,2.0,4,False,35.78630136986301
14817,1182028,2023-10-03 13:00:00,183,0,674,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13279,7,17,1.0,4,False,36.38082191780822
14821,1182031,2023-03-02 13:30:00,183,0,267,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13563,11,39,0.0,4,False,37.15890410958904
14843,257574,2023-02-21 13:00:00,12,21,2034,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,12293,5,21,0.0,4,False,33.679452054794524
14849,252862,2023-02-28 13:30:00,111,0,2034,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,12860,4,39,0.0,4,False,35.23287671232877
14856,252862,2023-02-26 13:30:00,111,0,267,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,12858,4,183,0.0,4,False,35.227397260273975
14861,252862,2023-03-02 18:00:00,111,21,2034,3.0,1,0,1,0,0,0,1,8,0,0.0,0.0,12862,7,21,2.0,4,False,35.23835616438356
14868,1230027,2023-02-24 09:00:00,147,200,2697,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,6670,9,200,0.0,4,False,18.273972602739725
14875,414048,2023-02-25 13:30:00,21,21,267,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9879,2,183,0.0,4,True,27.065753424657533
14881,414048,2023-02-22 13:00:00,21,21,325,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9876,4,12,0.0,4,True,27.057534246575344
14884,414048,2023-02-26 18:00:00,21,21,325,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9880,2,12,0.0,4,True,27.068493150684933
14933,974109,2023-03-27 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,1,2,0.0,0.0,8034,9,7,0.0,4,False,22.01095890410959
14986,272450,2023-09-01 16:00:00,2,3,302,3.0,3,0,1,0,0,0,1,0,2,0.0,0.0,11639,3,3,8.0,4,False,31.887671232876713
14996,272450,2023-09-03 12:00:00,2,3,302,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,11641,3,3,3.0,4,False,31.893150684931506
15097,1182040,2023-10-03 13:00:00,183,0,674,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13446,3,17,0.0,4,False,36.83835616438356
15126,55412,2023-01-15 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,13663,3,29,6.0,4,True,37.43287671232877
15137,55412,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,13660,1,29,1.0,4,True,37.42465753424658
15149,938959,2023-01-15 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,8168,4,29,0.0,4,True,22.378082191780823
15159,938959,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,8165,3,29,1.0,4,True,22.36986301369863
15220,961401,2023-01-14 11:00:00,29,9,260,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,8913,3,9,0.0,4,False,24.41917808219178
15256,55870,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,13257,5,29,3.0,4,True,36.320547945205476
15284,232438,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,12104,4,29,2.0,4,True,33.16164383561644
15285,495964,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,10499,6,29,1.0,4,True,28.764383561643836
15300,495964,2023-01-15 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,10502,6,29,3.0,4,True,28.77260273972603
15327,1045883,2023-01-12 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,9,2,0.0,0.0,8310,7,29,3.0,4,True,22.767123287671232
15328,1045883,2023-01-15 11:00:00,9,9,260,3.0,1,0,1,0,0,0,1,9,2,0.0,0.0,8313,7,29,1.0,4,True,22.775342465753425
15374,629074,2023-01-07 13:30:00,8,6,2401,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,10201,2,6,2.0,4,False,27.947945205479453
15386,629074,2023-01-03 13:30:00,8,6,713,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,10197,2,6,5.0,4,False,27.936986301369863
15397,465793,2023-01-07 13:30:00,8,6,2401,3.0,3,0,1,0,0,0,1,0,2,5.08,0.0,11446,4,6,2.0,4,False,31.35890410958904
15414,465793,2023-01-03 13:30:00,8,6,713,3.0,3,0,1,0,0,0,1,0,2,5.08,0.0,11442,3,6,2.0,4,False,31.34794520547945
15426,499594,2023-01-07 13:30:00,8,6,2401,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10812,10,6,2.0,4,False,29.621917808219177
15433,499594,2023-01-03 13:30:00,8,6,713,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10808,10,6,0.0,4,False,29.610958904109587
15441,1079848,2023-01-05 13:30:00,6,6,2677,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,8806,8,8,2.0,4,True,24.126027397260273
15444,1079848,2023-01-27 13:30:00,6,6,2575,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,8828,8,5,0.0,4,True,24.186301369863013
15493,348144,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,3,2,0.0,0.0,10411,2,5,0.0,4,True,28.523287671232875
15531,480603,2023-04-17 16:00:00,7,7,545,3.0,3,0,1,0,0,0,1,5,2,0.0,0.0,11914,8,5,3.0,4,True,32.64109589041096
15617,542023,2023-08-30 16:00:00,3,3,302,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,10015,10,2,0.0,4,True,27.438356164383563
15777,379140,2023-09-01 17:00:00,5,1,75,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11743,2,1,0.0,4,False,32.172602739726024
15781,379140,2023-02-01 13:30:00,5,6,840,3.0,3,0,1,0,0,0,1,9,0,0.0,0.0,11531,2,6,0.0,4,False,31.59178082191781
15992,308693,2023-10-10 09:00:00,135,173,3412,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,12737,10,173,0.0,4,False,34.895890410958906
15993,308693,2023-10-06 09:00:00,135,173,3412,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,12733,10,173,0.0,4,False,34.88493150684931
15994,308693,2023-10-05 13:15:00,135,0,3412,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,12732,11,191,1.0,4,False,34.88219178082192
16001,1155511,2023-05-30 10:30:00,171,0,311,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,7092,6,4253,0.0,4,False,19.43013698630137
16041,346529,2023-05-29 06:00:00,4253,0,311,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,11597,6,116,0.0,4,False,31.77260273972603
16046,346529,2023-05-27 10:30:00,4253,0,311,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,11595,7,169,0.0,4,False,31.767123287671232
16116,1155538,2023-10-14 13:15:00,196,0,3412,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,7639,7,135,1.0,4,False,20.92876712328767
16117,1155538,2023-10-12 13:15:00,196,173,3412,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,7637,10,173,1.0,4,False,20.923287671232877
16120,1155538,2023-10-05 09:00:00,196,173,3412,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,7630,10,173,1.0,4,False,20.904109589041095
16430,419873,2023-10-06 06:00:00,40,0,3638,3.0,1,1,1,0,0,0,1,9,2,5.03,0.0,13418,2,7,2.0,4,False,36.76164383561644
16582,300624,2023-09-30 13:00:00,17,12,3494,3.0,1,0,1,0,0,0,1,10,2,6.0,0.0,12537,6,12,0.0,4,False,34.347945205479455
16587,446690,2023-09-30 13:00:00,17,12,3494,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,11492,4,12,1.0,4,False,31.484931506849314
16626,269280,2023-03-26 12:00:00,3,3,902,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,12277,2,4,11.0,4,True,33.635616438356166
16631,269280,2023-08-30 16:00:00,3,3,302,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,12434,1,2,5.0,4,True,34.06575342465754
16637,269280,2023-03-28 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,12279,2,4,11.0,4,True,33.64109589041096
16651,321777,2023-03-26 12:00:00,3,3,902,3.0,1,0,1,0,0,0,1,5,0,0.0,0.0,12342,4,4,1.0,4,True,33.81369863013698
16670,321777,2023-03-28 16:00:00,3,3,508,3.0,3,0,1,0,0,0,1,5,0,0.0,0.0,12344,4,4,1.0,4,True,33.81917808219178
16721,1163148,2023-05-30 06:00:00,169,0,311,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,8941,1,116,1.0,4,False,24.495890410958904
16731,1163148,2023-05-28 10:30:00,169,0,311,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,8939,1,171,0.0,4,False,24.49041095890411
16767,1276700,2023-09-23 16:00:00,37,0,2927,3.0,3,1,1,0,0,0,1,3,2,0.0,0.0,11248,4,27,1.0,4,False,30.816438356164383
16771,1276700,2023-09-16 13:00:00,37,0,2927,3.0,2,1,1,0,0,0,1,3,2,0.0,0.0,11241,6,27,0.0,4,False,30.797260273972604
16806,493773,2023-02-01 13:30:00,5,6,840,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,11556,9,6,0.0,4,False,31.660273972602738
16815,493773,2023-09-01 17:00:00,5,1,75,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,11768,11,1,0.0,4,False,32.24109589041096
16837,247235,2023-03-14 09:00:00,1,25,2025,3.0,2,0,1,0,0,0,1,0,2,6.02,0.0,12430,7,25,2.0,4,False,34.054794520547944
16892,595978,2023-08-30 16:00:00,3,3,302,3.0,3,0,1,0,0,0,1,9,2,0.0,0.0,8416,6,2,0.0,4,True,23.057534246575344
17050,1099379,2023-03-29 08:00:00,29,25,1931,3.0,1,0,1,0,0,0,1,4,2,0.0,0.0,9466,5,25,0.0,4,False,25.934246575342467
17073,1099379,2023-03-27 08:00:00,29,25,1931,3.0,1,0,1,0,9,0,1,4,2,0.0,0.0,9464,6,25,3.0,4,False,25.92876712328767
17169,1275720,2023-08-06 11:30:00,139,139,3644,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9151,2,123,0.0,4,True,25.07123287671233
17415,1093669,2023-10-01 06:00:00,187,187,2927,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,15582,3,164,0.0,4,True,42.69041095890411
17416,1093669,2023-09-21 17:30:00,187,187,2927,3.0,3,0,1,0,0,0,1,8,2,0.0,0.0,15572,4,154,1.0,4,True,42.66301369863014
17417,1093669,2023-09-17 13:00:00,187,187,2927,3.0,2,0,1,0,0,0,1,8,2,0.0,0.0,15568,6,37,1.0,4,True,42.652054794520545
17497,1082736,2023-05-02 00:00:00,142,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13954,6,16,4.0,4,False,38.23013698630137
17502,1082736,2023-05-11 00:00:00,142,0,3635,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13963,6,23,1.0,4,False,38.25479452054795
17547,522765,2023-10-05 06:00:00,164,187,2927,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,10225,11,187,0.0,4,False,28.013698630136986
17778,521637,2023-03-14 09:00:00,1,25,2025,3.0,2,0,1,0,0,0,1,7,0,0.0,0.0,10375,4,25,2.0,4,False,28.424657534246574
17841,308418,2023-06-21 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,12510,4,34,1.0,4,True,34.273972602739725
17842,308418,2023-06-19 06:30:00,26,26,700,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,12508,4,116,0.0,4,True,34.26849315068493
17843,308418,2023-06-17 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,12506,3,191,1.0,4,True,34.26301369863014
17844,308418,2023-06-13 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,12502,4,34,3.0,4,True,34.25205479452055
17845,308418,2023-06-11 06:30:00,26,26,700,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,12500,4,116,0.0,4,True,34.24657534246575
17847,308418,2023-06-09 06:30:00,26,26,700,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,12498,3,191,2.0,4,True,34.24109589041096
17850,308418,2023-06-15 11:00:00,26,26,700,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,12504,4,116,0.0,4,True,34.25753424657534
17887,1163153,2023-05-30 06:00:00,169,0,311,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,13970,4,116,0.0,4,False,38.273972602739725
17890,519044,2023-03-17 22:00:00,192,10,3450,3.0,1,0,1,0,0,0,1,10,2,0.0,0.0,17828,1,10,2.0,4,False,48.843835616438355
17891,519044,2023-03-14 02:00:00,192,10,3450,3.0,1,0,1,0,0,0,1,10,2,0.0,0.0,17825,5,10,0.0,4,False,48.83561643835616
17892,519044,2023-03-13 02:00:00,192,0,3450,3.0,1,1,1,0,0,0,1,10,2,0.0,0.0,17824,1,216,0.0,4,False,48.83287671232877
17923,524281,2023-07-27 23:30:00,216,0,2623,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,10262,7,36,0.0,4,False,28.115068493150684
17925,524281,2023-07-22 23:30:00,216,0,2623,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,10257,2,36,0.0,4,False,28.101369863013698
17968,784369,2023-01-07 13:30:00,8,6,2401,3.0,3,0,1,0,0,0,1,6,2,0.0,0.0,9043,3,6,0.0,4,False,24.775342465753425
18002,793457,2023-02-16 14:00:00,40,27,1965,3.0,1,0,1,0,0,0,1,6,0,0.0,0.0,9096,1,27,0.0,4,False,24.92054794520548
18014,974087,2023-03-27 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,9,2,0.0,0.0,7789,1,7,1.0,4,False,21.339726027397262
18015,974087,2023-02-19 14:00:00,40,27,1965,3.0,1,0,1,0,0,0,1,9,2,0.0,0.0,7753,1,27,3.0,4,False,21.24109589041096
18016,974087,2023-02-16 14:00:00,40,27,1965,3.0,1,0,1,0,0,0,1,9,2,0.0,0.0,7750,2,27,0.0,4,False,21.232876712328768
18019,974087,2023-03-24 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,9,2,0.0,0.0,7786,1,7,1.0,4,False,21.33150684931507
18024,974087,2023-03-26 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,9,2,0.0,0.0,7788,1,7,2.0,4,False,21.336986301369862
18027,921509,2023-03-27 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,6,2,0.0,0.0,7775,3,7,0.0,4,False,21.301369863013697
18028,921509,2023-02-19 14:00:00,40,27,1965,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,7739,2,27,5.0,4,False,21.202739726027396
18029,921509,2023-02-16 14:00:00,40,27,1965,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,7736,3,27,1.0,4,False,21.194520547945206
18031,921509,2023-03-24 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,6,2,0.0,0.0,7772,2,7,1.0,4,False,21.293150684931508
18034,921509,2023-03-26 16:00:00,40,0,848,3.0,3,1,1,0,0,0,1,6,2,0.0,0.0,7774,3,7,3.0,4,False,21.2986301369863
18087,1068983,2023-03-11 05:40:00,19,19,2587,3.0,1,0,1,0,0,0,1,2,2,0.0,0.0,8587,8,16,1.0,4,True,23.526027397260275
18110,1203754,2023-08-20 14:00:00,27,27,2439,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,11214,9,5,0.0,4,True,30.723287671232878
18122,1203754,2023-08-17 14:00:00,27,27,2439,3.0,3,0,1,0,0,0,1,1,2,0.0,0.0,11211,10,5,0.0,4,True,30.715068493150685
18186,1178906,2023-05-05 11:00:00,45,0,3632,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,14891,3,185,0.0,4,False,40.797260273972604
18189,1178906,2023-05-06 11:30:00,45,18,3632,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,14892,3,18,0.0,4,False,40.8
18190,1178906,2023-05-05 17:30:00,45,18,3632,3.0,3,0,1,0,0,0,1,8,2,0.0,0.0,14891,4,18,0.0,4,False,40.797260273972604
18195,326968,2023-02-01 13:30:00,5,6,840,3.0,3,0,1,0,0,0,1,4,0,0.0,0.0,11675,6,6,0.0,4,False,31.986301369863014
18212,1093638,2023-09-15 17:30:00,108,187,2927,3.0,3,0,1,0,9,0,1,8,0,0.0,0.0,13752,2,187,0.0,4,False,37.676712328767124
18213,1093638,2023-09-18 17:30:00,108,0,2927,3.0,3,1,1,0,0,0,1,8,0,0.0,0.0,13755,2,154,3.0,4,False,37.68493150684932
18334,604302,2023-08-13 14:30:00,4,0,2405,3.0,1,1,1,0,0,0,1,9,0,0.0,0.0,10177,3,6,1.0,4,False,27.882191780821916
18335,604302,2023-03-25 12:00:00,4,3,902,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,10036,4,3,3.0,4,False,27.495890410958904
18358,604302,2023-08-06 14:30:00,4,4,1986,3.0,1,0,1,0,0,0,1,9,0,0.0,0.0,10170,4,6,6.0,4,True,27.863013698630137
18435,1156634,2023-07-25 09:30:00,41,30,3083,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9049,3,30,1.0,4,False,24.791780821917808
18436,1156634,2023-07-23 09:30:00,41,0,237,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,9047,3,29,3.0,4,False,24.786301369863015
18446,1198874,2023-07-23 09:30:00,41,0,237,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,12668,7,29,0.0,4,False,34.706849315068496
18538,1155501,2023-05-30 10:30:00,171,0,311,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,7719,4,4253,1.0,4,False,21.147945205479452
18733,520138,2023-07-12 06:30:00,161,45,1870,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,16359,4,45,1.0,4,False,44.81917808219178
18736,520138,2023-07-11 10:15:00,161,0,1870,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,16358,5,33,0.0,4,False,44.81643835616438
18739,520138,2023-07-11 06:30:00,161,45,1870,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,16358,7,45,0.0,4,False,44.81643835616438
18747,44394,2023-07-20 09:30:00,31,0,3083,3.0,1,1,1,0,0,0,1,2,2,6.0,0.0,15523,8,29,3.0,4,False,42.52876712328767
18756,44394,2023-07-24 09:30:00,31,30,237,3.0,1,0,1,0,0,0,1,2,2,6.0,0.0,15527,9,30,0.0,4,False,42.53972602739726
18760,1323417,2023-07-20 09:30:00,31,0,3083,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,8323,5,29,2.0,4,False,22.802739726027397
18764,1323417,2023-07-28 09:30:00,31,0,237,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,8331,6,35,0.0,4,False,22.824657534246576
18765,1323417,2023-07-24 09:30:00,31,30,237,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,8327,6,30,1.0,4,False,22.813698630136987
18812,469121,2023-02-24 09:00:00,147,200,2697,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,10363,8,200,0.0,4,False,28.39178082191781
18843,1321221,2023-06-24 10:00:00,5615,0,3548,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,11458,2,123,1.0,4,False,31.39178082191781
18850,1321221,2023-06-23 14:00:00,5615,114,3548,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,11457,2,114,1.0,4,False,31.389041095890413
18859,1195664,2023-07-23 09:30:00,4083,0,3083,3.0,1,1,1,0,0,0,1,7,2,0.0,0.0,7055,4,31,3.0,4,False,19.328767123287673
18860,1195664,2023-07-21 14:30:00,4083,30,237,3.0,1,0,1,0,0,0,1,7,2,0.0,0.0,7053,4,30,0.0,4,False,19.323287671232876
18864,1195664,2023-07-07 16:00:00,4083,4083,2192,3.0,1,0,1,0,0,0,1,7,2,0.0,0.0,7039,4,1094,0.0,4,True,19.284931506849315
18872,1112212,2023-07-23 09:30:00,4083,0,3083,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,9004,6,31,1.0,4,False,24.66849315068493
18873,1112212,2023-07-21 14:30:00,4083,30,237,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9002,7,30,3.0,4,False,24.663013698630138
18897,470893,2023-07-23 09:30:00,4083,0,3083,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,9874,9,31,1.0,4,False,27.052054794520547
18898,470893,2023-07-21 14:30:00,4083,30,237,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9872,9,30,0.0,4,False,27.046575342465754
18922,526468,2023-07-23 09:30:00,4083,0,3083,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,9523,11,31,0.0,4,False,26.09041095890411
18923,526468,2023-07-21 14:30:00,4083,30,237,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,9521,11,30,0.0,4,False,26.084931506849315
18947,775019,2023-05-04 03:30:00,23,119,3635,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,11780,10,119,0.0,4,False,32.273972602739725
18950,775019,2023-09-28 01:00:00,23,0,3638,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,11927,11,16,0.0,4,False,32.676712328767124
18985,469114,2023-07-10 11:00:00,147,147,2548,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,10017,1,41,1.0,4,True,27.443835616438356
18986,469114,2023-07-09 15:00:00,147,147,2548,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,10016,1,41,0.0,4,True,27.44109589041096
18987,469114,2023-07-09 10:00:00,147,147,2548,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,10016,1,41,2.0,4,True,27.44109589041096
18988,469114,2023-02-24 09:00:00,147,200,2697,3.0,1,0,1,0,0,0,1,3,2,0.0,0.0,9881,1,200,3.0,4,False,27.07123287671233
18995,1046621,2023-07-10 11:00:00,147,147,2548,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,9426,2,41,1.0,4,True,25.824657534246576
18996,1046621,2023-07-09 15:00:00,147,147,2548,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,9425,2,41,3.0,4,True,25.82191780821918
18997,1046621,2023-07-09 10:00:00,147,147,2548,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,9425,2,41,4.0,4,True,25.82191780821918
18998,1046621,2023-02-24 09:00:00,147,200,2697,3.0,1,0,1,0,0,0,1,6,2,0.0,0.0,9290,2,200,1.0,4,False,25.45205479452055
19047,452540,2023-05-04 03:30:00,23,119,3635,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,10057,5,119,1.0,4,False,27.553424657534247
19048,452540,2023-09-28 01:00:00,23,0,3638,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,10204,1,16,2.0,4,False,27.956164383561642
19066,646193,2023-09-23 02:30:00,20,16,2198,3.0,1,0,1,0,0,0,1,1,2,0.0,0.0,10554,5,16,1.0,4,False,28.915068493150685
19194,348125,2023-05-11 03:30:00,16,119,3635,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,10640,7,119,1.0,4,False,29.15068493150685
19270,1322789,2023-09-29 06:00:00,207,0,3638,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,6323,11,23,0.0,4,False,17.323287671232876
19272,1322789,2023-10-02 01:00:00,207,0,3638,3.0,1,1,1,0,0,0,1,8,2,0.0,0.0,6326,11,16,0.0,4,False,17.33150684931507
19284,670035,2023-08-13 14:30:00,4,0,2405,3.0,1,1,1,0,0,0,1,7,2,0.0,0.0,10467,1,6,5.0,4,False,28.676712328767124
19285,670035,2023-03-25 12:00:00,4,3,902,3.0,1,0,1,0,0,0,1,7,2,0.0,0.0,10326,1,3,2.0,4,False,28.29041095890411
19295,670035,2023-08-06 14:30:00,4,4,1986,3.0,1,0,1,0,0,0,1,7,2,0.0,0.0,10460,1,6,0.0,4,True,28.65753424657534
19318,701227,2023-10-04 06:00:00,16,0,3638,3.0,1,1,1,0,0,0,1,5,2,0.0,0.0,10064,8,25,1.0,4,False,27.572602739726026
19335,1274042,2023-04-11 09:00:00,185,185,3567,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,10146,7,18,0.0,4,True,27.797260273972604
19340,1274044,2023-05-07 11:00:00,185,18,3632,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,15493,5,18,1.0,4,False,42.446575342465756
19344,1274044,2023-05-04 17:30:00,185,18,3632,3.0,3,0,1,0,0,0,1,8,2,0.0,0.0,15490,5,18,4.0,4,False,42.43835616438356
19345,1274044,2023-04-11 14:00:00,185,185,3567,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,15467,3,18,0.0,4,True,42.37534246575343
19349,1274044,2023-04-11 09:00:00,185,185,3567,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,15467,3,18,0.0,4,True,42.37534246575343
19361,1230629,2023-06-09 14:00:00,42,35,3562,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,10386,8,35,0.0,4,False,28.454794520547946
19411,1107680,2023-10-10 09:00:00,135,173,3412,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,8461,8,173,0.0,4,False,23.18082191780822
19412,1107680,2023-10-08 13:15:00,135,0,3412,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,8459,6,191,0.0,4,False,23.175342465753424
19413,1107680,2023-10-06 09:00:00,135,173,3412,3.0,1,0,1,0,0,0,1,0,2,0.0,0.0,8457,7,173,0.0,4,False,23.16986301369863
19414,1107680,2023-10-05 13:15:00,135,0,3412,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,8456,7,191,0.0,4,False,23.167123287671235
19419,1107680,2023-10-04 13:15:00,135,0,3412,3.0,1,1,1,0,0,0,1,0,2,0.0,0.0,8455,6,196,1.0,4,False,23.164383561643834
19435,520120,2023-02-25 13:15:00,200,200,2697,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,11616,6,147,3.0,4,True,31.824657534246576
19449,469191,2023-02-25 13:15:00,200,200,2697,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,10643,3,147,0.0,4,True,29.15890410958904
19455,469191,2023-02-26 08:30:00,200,200,2697,3.0,1,0,1,0,0,0,1,8,2,0.0,0.0,10644,3,147,1.0,4,True,29.161643835616438
19481,659073,2023-07-28 09:30:00,13,0,3083,3.0,1,1,1,0,0,0,1,8,0,0.0,0.0,9239,4,4083,6.0,4,False,25.312328767123287
19482,659073,2023-07-27 09:30:00,13,30,237,3.0,1,0,1,0,0,0,1,8,0,0.0,0.0,9238,4,30,0.0,4,False,25.30958904109589
